q-Value [nm^-1], Intensity [nm^-1]
0.1, 0.5348349752351185
0.10232929922807542, 0.5348065890245945
0.10471285480508996, 0.534777541614288
0.10715193052376065, 0.5347478176028775
0.1096478196143185, 0.5347174012302985
0.11220184543019636, 0.5346857475415725
0.1148153621496883, 0.5346504289675031
0.11748975549395294, 0.5346142877181606
0.12022644346174127, 0.5345773046309761
0.12302687708123815, 0.5345384845168689
0.12589254117941673, 0.5344946973989072
0.1288249551693134, 0.5344498903479447
0.1318256738556407, 0.5344040396066903
0.13489628825916536, 0.5343571208644734
0.1380384264602885, 0.5343091092443564
0.14125375446227545, 0.5342599792899426
0.14454397707459277, 0.5342045292696351
0.14791083881682077, 0.5341475033850925
0.15135612484362082, 0.5340877727500101
0.1548816618912481, 0.5340244809493475
0.15848931924611134, 0.5339593507820194
0.16218100973589297, 0.5338894957996714
0.16595869074375605, 0.5338178950210795
0.16982436524617442, 0.5337411487017283
0.17378008287493754, 0.5336620986969913
0.1778279410038923, 0.5335781026966544
0.18197008586099836, 0.5334906804827739
0.18620871366628675, 0.5333990452759682
0.19054607179632474, 0.5333009628481316
0.19498445997580455, 0.5331994818350582
0.19952623149688797, 0.5330956370255305
0.20417379446695297, 0.5329842969102534
0.20892961308540392, 0.5328676090106022
0.2137962089502232, 0.532745350673336
0.21877616239495523, 0.5326171211920682
0.22387211385683395, 0.5324825338443743
0.2290867652767773, 0.532341181208261
0.2344228815319922, 0.5321927169872767
0.23988329190194904, 0.532035107460433
0.24547089156850305, 0.531873177343738
0.251188643150958, 0.531701269322708
0.2570395782768864, 0.5315208170261915
0.2630267991895382, 0.5313304097986754
0.2691534803926916, 0.5311327739920547
0.2754228703338166, 0.5309230272777767
0.28183829312644537, 0.5307036925760709
0.28840315031266056, 0.530473263151154
0.29512092266663853, 0.5302308667679985
0.3019951720402016, 0.5299758544231954
0.30902954325135906, 0.5297077853222342
0.31622776601683794, 0.5294264755338474
0.32359365692962827, 0.5291300653646169
0.3311311214825911, 0.5288184079600239
0.33884415613920255, 0.5284905983871567
0.3467368504525316, 0.5281456050633301
0.35481338923357547, 0.527782353484433
0.36307805477010135, 0.5274001795732093
0.37153522909717257, 0.5269970609972406
0.3801893963205612, 0.5265739796376214
0.3890451449942806, 0.5261270478770957
0.3981071705534972, 0.525656562933142
0.40738027780411273, 0.5251613426594203
0.4168693834703354, 0.5246387493356386
0.42657951880159267, 0.5240877597529797
0.436515832240166, 0.5235065816083034
0.44668359215096315, 0.5228932917946479
0.457088189614875, 0.5222462956421388
0.4677351412871982, 0.5215629180008995
0.4786300923226383, 0.520841571018157
0.4897788193684462, 0.520080270680305
0.5011872336272722, 0.5192752027801841
0.5128613839913648, 0.518424527119806
0.5248074602497725, 0.5175249046932416
0.5370317963702527, 0.5165738132877713
0.5495408738576245, 0.5155674682617548
0.5623413251903491, 0.5144501961939985
0.5754399373371569, 0.5133041603884194
0.5888436553555889, 0.5121314299796675
0.6025595860743578, 0.5109011867035356
0.6165950018614822, 0.5095076057647863
0.6309573444801932, 0.5080815641559882
0.6456542290346555, 0.5066223057710042
0.660693448007596, 0.5049927631296924
0.6760829753919817, 0.5032685841894229
0.6918309709189365, 0.501504243962407
0.7079457843841379, 0.4995898544368937
0.72443596007499, 0.49751625025271073
0.7413102413009175, 0.49539434562227225
0.7585775750291838, 0.4930971455336602
0.7762471166286917, 0.4906159503806586
